time,AdrActCnt,AssetCompletionTime,AssetEODCompletionTime,CapMrktCurUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt
2020-01-08,724,1752760496,1752760496,147325631.704506941881425,0.00012410767035799685,1.00027053231375,-0.2533869374106413,0.01215813776013712,147285786.14,1008,1079
2020-01-09,576,1752760496,1752760496,147516270.0520573360594312,0.0001279545527971463,1.00023815296244,-0.6628769200721741,-0.13400543693871916,147481146.98,735,874
2020-01-10,554,1752760497,1752760497,148969333.9152628844036347,0.0001230447559928057,1.00033146222371,-0.3944780990287956,-0.004435898548278429,148919972.57,712,755
2020-01-11,451,1752760497,1752760497,149123531.0725317999045856,0.00012457296969270996,1.00057077710432,-0.26020963887077636,0.08456571508694587,149038463.33,567,604
2020-01-12,395,1752760497,1752760497,149386282.68567713129567875,0.00012244999820213014,0.999749131983875,-0.49320762313530336,-0.02656684633780778,149423768.33,480,519
2020-01-13,490,1752760498,1752760498,146883935.3279121203118843,0.0001231850928133813,1.00050016718931,-0.42668389643071253,-0.008370174632962597,146810505.53,632,697
2020-01-14,913,1752760498,1752760498,148627944.4231695656169909,0.00011327620709904988,1.00024792475409,-0.554944635505596,0.059204900767315084,148591105.01,1472,1567
2020-01-15,752,1752760498,1752760498,147887236.6569784204407858,0.00011359619064836424,1.00094694990087,-0.326258838578795,0.10233020096512548,147747327.34,1055,1164
2020-01-16,2666,1752760499,1752760499,147748357.3145692555118548,0.00011470341711096429,1.00006319139301,-0.24461469107475525,-0.01790967840036616,147739021.48,2941,2992
2020-01-17,759,1752760499,1752760499,145565024.4628235016369785,0.0001122705939683234,1.00061637334645,-0.1518796469094089,-0.04157207512119484,145475357.33,1146,1195
2020-01-18,510,1752760499,1752760499,144033472.6054518821446214,0.00011202798087813297,1.00020606307411,-0.4616342975201132,0.018876654390005746,144003798.74,693,722
2020-01-19,527,1752760500,1752760500,143351052.3063192763630272,0.00011517249608219481,1.00054434088816,-0.18179418905421124,-0.009979729233779884,143273062.92,688,717
2020-01-20,567,1752760500,1752760500,142277547.67126835926972596,0.00011577728686578427,0.999882610937826,-0.29641404650134356,-0.10862911975574087,142294251.46,714,746
2020-01-21,539,1752760500,1752760500,139288236.3489535152641589,0.0001145788960085316,1.00037316624427,0.011720753217685132,0.00225451888803537,139236278.07,658,690
2020-01-22,503,1752760501,1752760501,139086707.6699621097181886,0.00011566986997227741,1.00030152335983,0.0878155334823574,0.05482423474663729,139044782.42,608,641
2020-01-23,611,1752760501,1752760501,138833188.28966700608837758,0.00011949833988204316,0.999769072183897,-0.2914184575220966,-0.030358545623170693,138865256.14,778,825
2020-01-24,494,1752760501,1752760501,139143602.60546051665874345,0.0001186702277471119,0.999605723406995,-0.5258218614534517,-0.06561633149758414,139198485.31,615,660
2020-01-25,377,1752760502,1752760502,139499449.260547812271524,0.00011988697393825112,1.00042977127015,-0.45397201720289776,0.0347493100735543,139439522.16,487,530
2020-01-26,397,1752760502,1752760502,138993071.15039192616123948,0.0001166164774579551,0.999855078459303,-0.2404876528230342,-0.07345292696056702,139013217.16,492,526
2020-01-27,550,1752760502,1752760502,140879268.7077632369250648,0.00011233335974278172,0.999986994762072,-0.28781012623423685,-0.07755982297576722,140881100.9,782,825
2020-01-28,584,1752760503,1752760503,141503482.9680287896472392,0.0001078346910466183,1.00258099677428,-0.10275781088417171,0.2420901106337052,141139203.14,794,841
2020-01-29,680,1752760503,1752760503,140243022.1586464848907008,0.00010748504558804147,1.00089510623104,-0.20576304498051534,0.08987513045689435,140117602.02,895,953
2020-01-30,652,1752760503,1752760503,135536639.37813630680893056,0.00010512128971497464,0.999590035631496,0.01211484818903221,0.06882172315982764,135592227.36,903,950
2020-01-31,640,1752760503,1752760503,135678052.90007787168054558,0.00010686770015304256,0.999991504373001,0.022514248161530352,0.07510705445090413,135679205.58,902,1002
2020-02-01,573,1752760504,1752760504,136977356.2559143880383938,0.0001066488730338544,1.00056757188633,-0.28606876534360465,0.015763310698131288,136899655.86,750,813
2020-02-02,603,1752760504,1752760504,135992555.3741098713728089,0.00010710305115042781,1.00027685033509,0.0312731972643152,0.047442711695437526,135954916.21,805,853
2020-02-03,613,1752760504,1752760504,138188589.5807897601840894,0.00010776251064925131,1.00001589556498,0.12459531911693003,-0.006824890179055896,138186393.03,847,892
2020-02-04,597,1752760505,1752760505,137324623.988219625331748,0.00010916399233961246,1.00011980123036,0.009401044636486892,0.06053474607720501,137308174.3,793,853
2020-02-05,779,1752760505,1752760505,138854833.1664963044681605,0.00010393298756588887,1.00068101980835,-0.03830174034034612,0.028037389127092756,138760334.63,1117,1177
2020-02-06,945,1752760505,1752760505,139066121.5112561477934026,0.00010270044668714077,1.00022845123679,-0.06334269617508191,0.020683095089037377,139034358.94,1889,1947
2020-02-07,1001,1752760506,1752760506,139315168.35688509407289834,0.00010201319497633139,0.999757813236837,-0.3136514755049414,-0.05125804073493877,139348916.82,1740,1796
2020-02-08,701,1752760506,1752760506,139607996.1343677992589363,0.00010094683898749362,1.00051373985719,0.06608672315437189,0.027552127854123528,139536310.77,924,962
2020-02-09,789,1752760506,1752760506,139594324.9850997260662008,0.00009856370688729766,1.00052838937836,0.2875475354719252,0.019686190236610637,139520603.78,1151,1215
2020-02-10,855,1752760507,1752760507,138664280.4430989201821477,0.0001013539999346886,1.00060336463701,0.08058816523641589,0.003256894308306336,138580665.77,1294,1341
2020-02-11,957,1752760507,1752760507,140820094.0680928834739199,0.00009747532051426587,1.00128818602767,-0.1840609495744169,0.1539440240113821,140638924.97,1370,1431
2020-02-12,3105,1752760507,1752760507,140568319.5657448870413288,0.00009658001701528316,1.00058203610934,-0.1824185477582428,0.008182799235320594,140486551.32,4264,4382
2020-02-13,1021,1752760508,1752760508,143328764.578290403699584,0.00009774679261705478,1.0004870341264,0.024819121441645626,0.02390501058712624,143258992.56,1738,1800
2020-02-14,807,1752760508,1752760508,142416097.7017556412148392,0.00009652763961708845,1.00018230519258,-0.21585051678541317,-0.07639213130783822,142390139.24,1228,1297
2020-02-15,760,1752760508,1752760508,142642606.025265069123549,0.00010090219434353861,1.00011473432271,-0.23704684698131537,0.005153967283616636,142626241.9,1162,1257
2020-02-16,837,1752760509,1752760509,142895918.288138303931392,0.00010051653047219502,1.0003451964928,-0.018812670821303737,-0.027100981042608403,142846608.14,1353,1458
2020-02-17,774,1752760509,1752760509,142895054.8001704540592166,0.00010332440796286788,1.00049846978973,0.24517816881095977,0.02923464738067106,142823861.42,1291,1409
2020-02-18,833,1752760509,1752760509,142426920.2918928999215008,0.00009811874474927153,1.00035041025874,-0.3134075120408588,-0.019382512248076154,142377029.92,1270,1348
2020-02-19,729,1752760509,1752760509,142137638.6042256082244838,0.0001036686176725197,0.998951038190865,-0.23610333747938222,-0.09316821162509667,142286892.12,1138,1273
2020-02-20,809,1752760510,1752760510,138151564.8501047879380496,0.00010407364885251535,1.00056719502064,0.3760698347542854,0.0193956398389242,138073250.39,1203,1286
2020-02-21,603,1752760510,1752760510,141593098.14839858915822592,0.00010306665772062592,0.999931842484418,0.1258292019214843,-0.03695694415922846,141602749.44,876,943
2020-02-22,472,1752760510,1752760510,141112045.31924882685962814,0.00010335241897793955,0.999960394313753,0.005346909954598007,0.019136632166280136,141117634.38,646,708
2020-02-23,847,1752760511,1752760511,141591749.217630802807811,0.00010032829518523826,1.00055827845923,-0.36581990713006524,0.09529307705324798,141512745.7,1047,1126
2020-02-24,581,1752760511,1752760511,141067329.451961438081524,0.00010372422013778365,1.0007320935587,-0.24108080039347518,0.030219241493209918,140964130.52,898,987
2020-02-25,638,1752760511,1752760511,142650700.5452811233283522,0.00010710415469816725,1.00081197539667,-0.31796092175467344,0.09570356324453581,142534965.66,995,1087
2020-02-26,955,1752760511,1752760511,141763292.0403360096576066,0.00011369696166212255,1.00040693945462,0.028962502954388982,0.04199501540996963,141705626.43,1662,1839
2020-02-27,862,1752760512,1752760512,141546915.4417821093256752,0.00011392275026925688,1.00013118327088,-0.14377609699134855,-0.2443506820179308,141528349.29,1311,1451
2020-02-28,760,1752760512,1752760512,142611064.694765185323385,0.00011430794049097355,1.00026231488567,-0.25876182852563656,-0.06322254364425056,142573665.5,1272,1494
2020-02-29,994,1752760512,1752760512,143006151.1176443250779121,0.00011666432854937926,1.00122380235873,0.02425808454623036,0.16344367880798277,142831353.77,1312,1388
2020-03-01,1629,1752760513,1752760513,142155960.2409229490372748,0.00011703684456487032,0.99970226353118,-0.23446469951759896,-0.028924329912420704,142198297.86,1932,2001
2020-03-02,1814,1752760513,1752760513,141425261.6586317801056332,0.00011226778077799249,0.999880965839772,-0.2700849096694717,-0.06862165693253308,141442098.1,2210,2286
2020-03-03,1715,1752760513,1752760513,141163894.2580617094734,0.0001141027384263594,1.0005453038226,-0.20518876333204203,0.026837918664217007,141086959,2122,2191
2020-03-04,621,1752760513,1752760513,135794638.6931890239743372,0.00011427528948656615,1.00063666771223,0.006382839663862841,0.06207622798828246,135708237.64,931,1029
2020-03-05,721,1752760514,1752760514,137333687.71190743264150115,0.00011032286191088514,0.999813711757855,-0.20776385933052796,-0.030605280700215495,137359276.13,1041,1159
2020-03-06,575,1752760514,1752760514,137774764.771854852037275,0.0001093410383390239,1.0001517781233,-0.03928875140337115,-0.05288815062679364,137753856.75,848,927
2020-03-07,488,1752760514,1752760514,137858074.482376284819013,0.00011243743580067192,1.0005028171843,-0.4349188450318153,0.02743032825857957,137788791.91,737,822
2020-03-08,669,1752760515,1752760515,139053256.196285769737028,0.0001233646232087231,1.0004395422364,-0.0620993187964787,0.06818941452989613,138992163.27,1201,1303
2020-03-09,1200,1752760515,1752760515,129438781.594598349136032,0.00012677832456232027,1.0010905009518,0.04398344450271897,0.05764649415933651,129297782.24,2020,2173
2020-03-10,858,1752760515,1752760515,128431627.9284292883332215,0.0001264591032458776,1.00028238586935,-0.21642526967492492,-0.024587359201572165,128395370.89,1266,1340
2020-03-11,604,1752760515,1752760515,129014580.0089763956735072,0.00012589646785124246,0.99953503111354,-0.39697321112507394,-0.10676893174925335,129074595.68,953,1022
2020-03-12,1519,1752760516,1752760516,129482355.1875924272865532,0.00020179053891427278,1.00074252653203,-0.04698380068288731,-0.054495748901686854,129386282.44,2733,3039
2020-03-13,1917,1752760516,1752760516,131738204.0977261638137811,0.00017786243070087846,1.00095504743221,0.04393225722512674,0.03727943431008893,131612507.91,3615,3893
2020-03-14,857,1752760516,1752760516,133836695.16864235086464068,0.0001942645071103745,0.999524400959278,-0.07584555255901483,-0.09621645601460806,133900378.06,1527,1653
2020-03-15,1814,1752760517,1752760517,132823082.90976444455354963,0.0001865155525119517,0.999464228572049,-0.4666973970929527,-0.07179457352954924,132894283.87,2521,2656
2020-03-16,1184,1752760517,1752760517,135805945.401674676636024,0.00019984073736696258,1.00178710554198,-0.06915316575645845,0.16721793629034556,135563678.8,2326,2574
2020-03-17,795,1752760517,1752760517,136804503.175203208546602,0.0001846105346918202,0.999989983435932,-0.296119373037504,-0.03550904808794049,136805873.5,1344,1456
2020-03-18,941,1752760517,1752760517,136402145.28326439806731767,0.00018536390730479783,0.999572615364153,-0.06158857661685366,-0.092539314505048,136460466.39,1502,1585
2020-03-19,1279,1752760518,1752760518,138216957.97999019753046,0.0001612474237418924,1.00030671872376,0.00539368314909103,-0.004367623038077308,138174577.25,2080,2193
2020-03-20,2268,1752760518,1752760518,138189972.7631227969187455,0.00016225857159226316,1.00180867477895,0.26408629351135876,0.286063728734935,137940483.29,3308,3423
2020-03-21,1935,1752760518,1752760518,138826496.833843118097276,0.00016189028926473858,0.9998070706356,-0.016490803658526555,-0.0759693490674905,138853285.71,2347,2414
2020-03-22,630,1752760519,1752760519,139150327.79313141514199143,0.0001714624720492266,0.999722398996417,-0.013129999710527638,-0.02094577641218262,139188966.79,1168,1218
2020-03-23,743,1752760519,1752760519,141374401.809935053676514,0.0001545626083702374,1.00255624103297,0.2786572768839907,0.2595949533579716,141013936.2,1120,1186
2020-03-24,817,1752760519,1752760519,134196244.287564661994706,0.0001476166201478138,1.00011110701407,0.12518360751204397,-0.04469219382688401,134181335.8,1245,1322
2020-03-25,860,1752760520,1752760520,140456108.42031018752977376,0.0001494523334906099,0.999831479951497,0.0370358502981511,-0.0899954756122981,140479782.08,1281,1401
2020-03-26,720,1752760520,1752760520,140475378.094527601674432,0.00014823220058928784,1.00122851940735,0.0690486551150469,0.04162060615980685,140303013.12,1088,1158
2020-03-27,695,1752760520,1752760520,139175307.732733461838968,0.0001540924858130731,1.0001828004046,-0.011028713546950295,-0.022404787609943605,139149871.08,1084,1154
2020-03-28,864,1752760521,1752760521,138903640.4760628010729958,0.00016057420809840057,1.00066954388709,0.14399253680969226,0.05382900015670664,138810700.62,1407,1487
2020-03-29,632,1752760521,1752760521,137190468.4222132050118308,0.00016941852757130162,1.00039227787242,0.040015450323850274,0.012992890446422324,137136672.74,968,1060
2020-03-30,746,1752760521,1752760521,136447518.0177352724865966,0.0001554199512793746,1.00042357031118,0.03162974432847088,-0.07992539187192449,136389747.37,1128,1267
2020-03-31,668,1752760521,1752760521,136865358.36692107768266048,0.00015545907135809672,0.999972325442328,0.016113683346197262,0.027014234237507602,136869146.16,953,1100
2020-04-01,595,1752760522,1752760522,136242140.48668894495412,0.00015055841192764883,1.0001760931718,-0.0488162285876428,0.029516246644429082,136218153.4,899,1028
2020-04-02,768,1752760522,1752760522,136563683.042971036316736,0.00014732190794381015,1.00071974432912,-0.07275177910514949,0.01743454352877308,136465462.8,1110,1220
2020-04-03,749,1752760522,1752760522,135605107.1836169660047046,0.00014815803159029693,1.00034859156161,0.07772572098665642,-0.028789285853248872,135557852.86,1020,1089
2020-04-04,513,1752760523,1752760523,135713112.9478832953105091,0.00014586475816499435,1.00063066110301,0.06982015423169466,0.081710156156853,135627577.91,766,890
2020-04-05,405,1752760523,1752760523,136099083.532045587632955,0.000147324303035458,1.0004517145773,0.05411548040761113,0.029989093711631918,136037633.35,557,579
2020-04-06,918,1752760523,1752760523,136601285.6866851381394591,0.0001370309760433338,1.00007587163561,0.05293641340834241,-0.042673098101971986,136590922.31,1464,1571
2020-04-07,816,1752760523,1752760523,136261872.66673209650465962,0.00013903218796177658,0.999306827773274,-0.14260843173136306,-0.11322168060191203,136356391.13,1368,1462
2020-04-08,780,1752760524,1752760524,136475569.1476180067026912,0.00013567972740073387,1.00025737592432,-0.01125815524732204,-0.08322174935112298,136440452.66,1220,1355
2020-04-09,841,1752760524,1752760524,136209591.9315248796448136,0.0001370784330214228,1.00061487679337,0.13394422671267336,0.03323970597874038,136125891.28,1245,1321
2020-04-10,784,1752760524,1752760524,135900395.484402621828294,0.00014592740627055158,1.00103613040242,0.089143492305719,0.1501797578027525,135759730.7,1324,1409
2020-04-11,581,1752760525,1752760525,136511917.974980844961594,0.0001453377070463205,1.00038592233898,-0.042442362732160725,-0.03563396014415752,136459255.3,872,976
2020-04-12,608,1752760525,1752760525,136582205.44765492945102756,0.00014312970607628832,0.998854454407852,-0.11409810267436302,-0.20985887725394656,136738846.03,836,933
2020-04-13,735,1752760525,1752760525,137642844.8767838455101695,0.00014581486820495232,1.00081136178785,0.03444476251031564,0.12875731971494717,137531257.27,1239,1333
2020-04-14,613,1752760526,1752760526,137779242.4072048482361144,0.00014561267158133532,1.00116553004744,0.0728687226554594,0.17022134727340124,137618843.51,1047,1109
2020-04-15,777,1752760526,1752760526,137430392.88797698675876848,0.00015086586141354377,0.999558110085372,-0.05819722970098173,-0.22250191126208643,137491148.84,1155,1261
2020-04-16,926,1752760526,1752760526,137215416.9478888598825025,0.0001403235040508086,1.00019678918919,-0.026583750890852444,0.02068078247618701,137188419.75,1356,1474
2020-04-17,573,1752760526,1752760526,137223787.3174624538393325,0.00014126884844174162,1.00038054504195,0.026717880699509745,0.08082751221658323,137171587.35,795,853
2020-04-18,678,1752760527,1752760527,137762546.7834982445110365,0.00013772130748017526,1.00024125751763,-0.0784636524502052,-0.006544113410880008,137729318.55,954,1022
2020-04-19,618,1752760527,1752760527,137557570.12042028160633065,0.00013983018483777773,0.999819970282855,0.03431257285937554,-0.19851140703427494,137582339.03,920,1046
2020-04-20,807,1752760527,1752760527,134596527.0897789173199876,0.00014600587059902196,1.00061815137906,0.11616452132615813,0.0811237254947899,134513377.46,1161,1325
2020-04-21,771,1752760528,1752760528,132694184.1681373412723646,0.0001456089422240019,1.00039512739198,0.0896726565829738,0.0672915197497134,132641773.77,960,1027
2020-04-22,842,1752760528,1752760528,131866286.1938612278476518,0.00014040359151807334,1.00018701630073,0.0252883584773787,-0.23631838646766548,131841629.66,1126,1291
2020-04-23,845,1752760528,1752760528,131864813.3215897609371576,0.0001335587347765919,1.00016863111671,0.03525886916773264,0.005751771201868904,131842580.56,1245,1543
2020-04-24,1038,1752760528,1752760528,131039084.1495822714160065,0.00013327368795160123,1.00041138418715,-0.6724787843324561,0.05800019776144165,130985198.91,1189,1324
2020-04-25,840,1752760529,1752760529,131772157.5185513033337535,0.00013272225844901026,1.00042563871147,-1.0470356577699296,-0.08018955516321229,131716094.05,1072,1197
2020-04-26,655,1752760529,1752760529,131607470.4834063360870541,0.00013019665027535706,1.00043998200947,-0.2507842161011541,0.025713460056096343,131549591.03,838,905
2020-04-27,842,1752760529,1752760529,132101203.0443885870884577,0.00012871177578657617,1.00105474452219,0.027572702266312036,0.038494289893508636,131962016.83,1066,1151
2020-04-28,649,1752760530,1752760530,134429933.9791330583425752,0.00012875476870290859,1.00041163851512,-0.2263103866655609,0.0019353050926496872,134374620.21,822,872
2020-04-29,1040,1752760530,1752760530,135650190.8071185399427319,0.00011418734651445226,1.00049093698261,0.06914603725824625,0.006733814898942512,135583627.79,1635,1712
2020-04-30,1123,1752760530,1752760530,137403061.923331845977832,0.00011559655147491396,1.0001888725302,-0.24191030587670884,0.021655308088272478,137377115.16,1746,1795
2020-05-01,844,1752760531,1752760531,133416541.34432028495453248,0.00011291168795438154,0.999893433750808,-0.015872795673635177,-0.028260965536144354,133430760.56,1086,1142
2020-05-02,667,1752760531,1752760531,133139177.1896244666771455,0.00011142677394042692,1.00030953918457,0.048498921441578406,-0.040991011406998464,133097978.15,893,964
2020-05-03,685,1752760531,1752760531,133642966.8907300854942,0.00011240455835760488,1.00004038453206,-0.03009259284657011,-0.030809962861925104,133637570,852,891
2020-05-04,802,1752760531,1752760531,137217014.1014534466739992,0.00011263616326803489,1.00042925518092,0.12137888462412587,-0.020127898326446052,137158138.26,1122,1172
2020-05-05,729,1752760532,1752760532,138115944.54074741615493,0.00011134086360285542,1.0004955948237,0.088172834419958,0.0043860434002601974,138047528.9,950,1011
2020-05-06,816,1752760532,1752760532,137722708.94168815752525375,0.00010784434458158085,0.999373382223825,-0.2113876322396012,-0.07024361168078741,137809062.55,1021,1060
2020-05-07,889,1752760532,1752760532,137973938.77006447271871142,0.00010006211728181236,0.999996102468014,-0.1445347303895859,0.06897528122327512,137974476.53,1143,1195
2020-05-08,933,1752760533,1752760533,138770188.0500750061396464,0.00010144651445055147,1.00019401452846,-0.13391960051707566,-0.006334509235835409,138743269.84,1217,1269
2020-05-09,753,1752760533,1752760533,139366154.15422307256048594,0.00010439871410734539,0.999861868067178,-0.32825936547565665,-0.07525460031187338,139385407.73,1020,1069
2020-05-10,1090,1752760533,1752760533,139800657.4289398144500667,0.00011479831529685877,1.00047113981773,-1.1510164894794312,-0.056440578669516496,139734822.79,1672,1753
2020-05-11,883,1752760534,1752760534,139063103.4392304321046995,0.00011644492389912627,1.00045436628429,-0.45158422300594137,0.00684175414524015,138999946.55,1219,1272
2020-05-12,707,1752760534,1752760534,138605658.4825382283357178,0.00011342997926602951,1.00014056194307,-0.2549407014007959,0.12875825196980398,138586178.54,827,865
2020-05-13,704,1752760534,1752760534,138861396.5147057844421281,0.00010726064682953018,0.99999071028131,-0.05749914001009318,-0.08199862010698698,138862686.51,873,907
2020-05-14,764,1752760534,1752760534,140906300.64978337698191604,0.0001019694409735238,0.999429970494324,0.03660632203081473,-0.17335390612516952,140986667.21,934,971
2020-05-15,658,1752760535,1752760535,140819688.056741727990247,0.00010726102486730764,1.00041026343715,0.07233618451279775,0.08525300762205057,140761938.58,806,820
2020-05-16,668,1752760535,1752760535,141026309.4329612530403906,0.00010646016389274082,1.00024384979557,0.20312104186300736,0.004705134718336039,140991928.58,838,877
2020-05-17,589,1752760535,1752760535,142423616.01734262888732732,0.00010326466337501402,0.999863457286754,-0.00885417435259305,-0.05168910548679412,142443065.58,783,822
2020-05-18,834,1752760536,1752760536,142948759.4535510739361327,0.00010283085261389399,1.00022028101923,0.10584964611079525,-0.002097143888276335,142917277.49,1067,1094
2020-05-19,609,1752760536,1752760536,143462580.7424600467539099,0.00010256137038638614,1.00040426896869,0.05280532512801618,0.05844038959031719,143404606.71,771,793
2020-05-20,697,1752760536,1752760536,143150956.55333280063110803,0.00010508694269841811,0.999976088634679,-0.06372920694445983,-0.06416660975978185,143154379.57,862,896
2020-05-21,745,1752760537,1752760537,141367268.0547413391637,0.00011027402697374792,1.00005323138375,0.06355498072830848,-0.03417609691095756,141359743.28,966,1033
2020-05-22,683,1752760537,1752760537,141253331.1978843095381955,0.00010920004395178825,1.00047060437985,0.011361325551354377,0.028353505344305637,141186888.03,781,824
2020-05-23,531,1752760537,1752760537,141444951.57641238512295006,0.00010886691873329282,0.999796998244347,0.054203264065907544,-0.03715702140628367,141473670.98,579,611
2020-05-24,533,1752760537,1752760537,141501005.69511088544198786,0.00011350634519420037,0.999563056831303,-0.03235098201688584,-0.08479785108966302,141562860.62,619,650
2020-05-25,642,1752760538,1752760538,139251620.53674684944536,0.00011227362015366255,1.00026730377467,0.0038472293186998232,-0.01582675719945419,139214408,732,791
2020-05-26,621,1752760538,1752760538,139376420.1519066274564008,0.00011315796501670817,0.999766152233595,-0.0025504686057364672,-0.06735334332816251,139409020.64,786,831
2020-05-27,608,1752760538,1752760538,139394725.5967869032504424,0.00010909681874684835,1.00031499752568,0.16317628664382833,-0.07389675745087376,139350830.43,700,763
2020-05-28,599,1752760539,1752760539,137115130.4792642176255529,0.00010452273539079437,1.00010090181199,0.06265748499669468,-0.03106088445665273,137101296.71,739,764
2020-05-29,666,1752760539,1752760539,136689391.537937422993557,0.00010608858113509829,1.00067134722345,0.04729335393816869,0.01803217142417454,136597687.06,826,846
2020-05-30,659,1752760539,1752760539,136849843.8905502697214524,0.00010318810319977024,1.00006612670254,0.17842572899556955,-0.012272264872285416,136840795.06,837,892
2020-05-31,597,1752760540,1752760540,137130005.1504464259283025,0.00010602661184096874,1.00024910235713,0.04090624739877225,0.035570651263094354,137095854.25,753,793
2020-06-01,799,1752760540,1752760540,137960988.8337331624494779,0.00009808905132932592,1.00042348184981,0.1480123998318915,0.011390740643419259,137902589.59,1043,1089
2020-06-02,1198,1752760540,1752760540,137974694.101579659384522,0.00010514911461106413,1.00021481582085,0.06993671281397383,0.017442424474840724,137945061.32,1484,1530
2020-06-03,855,1752760540,1752760540,138035796.2033586489568615,0.00010374786507704383,1.00036527977555,-0.12263832136026369,-0.006394795537879814,137985392.93,1048,1135
2020-06-04,659,1752760541,1752760541,137967387.39128982596755932,0.00010189800455886248,0.999961871220261,-0.017721309508829722,-0.05334592238089767,137972648.12,852,907
2020-06-05,654,1752760541,1752760541,136764000.95880632746732272,0.00010369678942693514,0.999833205261924,0.08130674544167553,0.04601113520512095,136786816.28,834,904
2020-06-06,433,1752760541,1752760541,136796545.6599577128225867,0.00010348009099729857,1.00051490715453,0.1035083039942296,0.05188067085818468,136726144.39,578,612
2020-06-07,469,1752760542,1752760542,137035021.98172849973348904,0.00010258606982499715,0.999965933896536,0.0015724491116475222,-0.022803638955144194,137039690.39,563,592
2020-06-08,570,1752760542,1752760542,137367155.5049447888745104,0.00010237310418560927,1.00011790339714,0.06983653237403319,0.02560707015028166,137350961.36,625,663
2020-06-09,630,1752760542,1752760542,138026963.15672746623999309929159568641945,0.00010232480173693706,1.00067743420331,0.13194601414339127,0.02061972378510061,137933522.270958097599195595,777,823
2020-06-10,580,1752760542,1752760542,138672760.24465168806641101012354185724894,0.00010116243418772506,1.00033908304139,0.030517711103296357,-0.011523088587044006,138625754.602166201761235546,714,767
2020-06-11,781,1752760543,1752760543,138445128.00807465222786084764474394289284,0.00010775266025917152,0.999670043918381,0.19036253510355877,-0.04704518970563437,138490823.89766811376370964,1068,1159
2020-06-12,669,1752760543,1752760543,138403234.412944687706301486062475967167545,0.00010574169538349254,0.999910552352773,0.06119720226522541,-0.008015867318851915,138415615.364078481919520165,796,856
2020-06-13,580,1752760543,1752760543,140138270.894679928370820804611509092704325,0.00010569110934452024,0.999978865058731,-0.02849346696870171,0.054920762896023725,140141232.771403917250714575,650,688
2020-06-14,476,1752760544,1752760544,139698189.795565119108121239161797071690539,0.0001069866594458093,0.999571612771253,-0.06727964968101473,-0.08383067392926968,139758060.363739397371367263,758,856
2020-06-15,744,1752760544,1752760544,141630083.388926806281292418124253438134,0.00010598363256121305,1.0006320891339,0.12749189653545837,0.03881446893269547,141540617.10285059392215906,1349,1563
2020-06-16,667,1752760544,1752760544,142174427.92097740004001145867471926482568,0.00010505372530529575,1.00012112441533,0.07578248335403061,0.025770231594954073,142157209.212126636711193896,1096,1155
2020-06-17,580,1752760545,1752760545,142710204.28287395227404989919451400137244,0.00010583326126316751,0.999986054195417,0.10736865338296375,-0.02341752394525968,142712194.51925032882276732,672,776
2020-06-18,640,1752760545,1752760545,143953200.48311133571635283936076713185435,0.00010654284497243996,1.00043633051655,0.11394461225967145,0.0032048591608874054,143890416.703264605522953677,853,973
2020-06-19,968,1752760545,1752760545,136394407.490299700493860147398193355874768,0.00010766116331879577,0.999740656387216,0.10575456234877838,-0.023543787710411976,136429789.684847930252875573,1323,1555
2020-06-20,698,1752760545,1752760545,139298584.75176093358396115971157805517176,0.0001069051892736037,1.00034312200212,-0.08223221707699946,0.028987518791255832,139250804.736842806900329798,1070,1405
2020-06-21,502,1752760546,1752760546,142214079.45780277792592486850757848456421,0.00010772866472769456,1.00023580673177,0.2252257856814434,-0.023468720325413025,142180552.326437427246038573,714,1000
2020-06-22,706,1752760546,1752760546,144835837.17699732004526404262482720560812,0.00010327258844736367,1.00015579460828,0.22682821648479687,0.0358869215013687,144813276.049381463154275629,877,1013
2020-06-23,677,1752760546,1752760546,140580197.35239271857927009882854296339633,0.00010404541021063846,1.00005597431983,0.12618256742316025,0.04931329596050481,140572328.911894956215099551,811,934
2020-06-24,613,1752760547,1752760547,138330023.32030779505839911035662425196693,0.00010764870341257889,1.00037332334857,0.06885257089483547,0.010599124204091632,138278400.764699413024879149,824,968
2020-06-25,586,1752760547,1752760547,138997615.46823458034047532927248062883744,0.00010816061392153182,1.00017433114568,0.059276826195635714,0.04082743861383897,138973388.078271863952917908,739,883
2020-06-26,614,1752760547,1752760547,141231099.42300573432069711822944545095765,0.00010921143181150884,1.00031531367543,0.05842296864877362,0.000031605019490549386,141186581.363114733874526355,794,982
2020-06-27,583,1752760547,1752760547,142626339.62930167187510165025872656357254,0.00011112369099142425,1.00035387029746,0.22820159507344406,0.025294296306665857,142575886.258020922884809499,740,867
2020-06-28,527,1752760548,1752760548,140793242.5305960840165857317935992508573,0.00010981671188227491,1.00021782398978,0.07161463254202105,-0.04532189663752925,140762581.063577084980096785,625,746
2020-06-29,623,1752760548,1752760548,140302237.21238664228361635178001690957118,0.00010890200940012998,1.00018299301542,0.07168436258336762,0.011685858540718751,140276567.580292357172212229,783,882
2020-06-30,597,1752760548,1752760548,139931416.37766172174919082073537208602128,0.00010938479844010911,1.00021105126104,0.10575062237201567,-0.0038041619832838826,139901889.907374891029642982,725,801
