date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2018-05-04,1074946.66619,173,276902000.0,135.96,640477.0,152,1358.37636,
2018-05-05,1495066.10903,269,252829000.0,124.14,905860.0,217,1365.54,
2018-05-06,820768.776187,162,247032000.0,121.29,574936.0,169,832.53456,
2018-05-07,539984.492458,256,234576000.0,115.18,893164.0,192,1260.0179449,
2018-05-08,1947754.86656,317,210816000.0,103.51,952383.0,206,1286.21526,
2018-05-09,763189.104293,245,207404000.0,101.84,876271.0,181,1324.63288,
2018-05-10,507747.086068,176,208295000.0,102.27,588258.0,138,1094.289,
2018-05-11,1432533.65714,134,199111000.0,97.76,518378.0,140,782.08,
2018-05-12,713845.901091,254,180977000.0,88.86,614326.0,207,888.6,
2018-05-13,1200341.05116,207,177070000.0,86.94,578031.0,176,869.4,
2018-05-14,512115.221343,169,195844000.0,96.16,510617.0,154,1287.29392,
2018-05-15,959222.990007,280,187031000.0,91.83,790199.0,250,868.408761,
2018-05-16,1180143.82643,478,188431000.0,92.52,910249.0,370,740.16,
2018-05-17,2940766.81549,265,215183000.0,105.66,581050.0,222,845.28,
2018-05-18,325466.185518,168,195497000.0,95.99,518274.0,147,703.100373661,
2018-05-19,738430.611687,215,189432000.0,93.01,895306.0,186,1054.6044526,
2018-05-20,385652.044998,198,183385000.0,90.04,592432.0,179,605.20386,
2018-05-21,556701.228091,260,182356000.0,89.54,1077690.0,202,1016.279,
2018-05-22,1733177.17379,245,177803000.0,87.3,905667.0,190,1000.8072,
2018-05-23,836562.136348,328,161057000.0,79.08,1141120.0,266,1104.79205126,
2018-05-24,2043743.23565,265,146692000.0,72.03,1009170.0,216,720.3,
2018-05-25,2776464.47028,299,165141000.0,81.08,695817.0,264,675.3964,
2018-05-26,568086.917814,300,157248000.0,77.21,624349.0,263,633.932705,
2018-05-27,1015942.6001,392,197134000.0,96.79,788018.0,311,917.919020768,
2018-05-28,552324.767893,294,189313000.0,92.95,519130.0,239,831.398369503,
2018-05-29,934739.66021,302,165240000.0,81.13,665622.0,251,1109.79483452,
2018-05-30,973648.109656,354,169183000.0,83.07,577451.0,295,1084.188105,
2018-05-31,1379630.80024,314,164970000.0,81.0,911186.0,285,808.906502694,
2018-06-01,2023747.30879,293,184224000.0,90.45,1039660.0,247,1075.17915,
2018-06-02,471731.76568,220,183715000.0,90.2,817755.0,170,871.0163,
2018-06-03,1027184.98621,279,206078000.0,101.19,934617.0,238,1011.9,
2018-06-04,847772.085751,256,185967000.0,91.31,880556.0,204,1460.96,
2018-06-05,451907.065103,224,171480000.0,84.2,1353070.0,172,846.2521,
2018-06-06,1310278.52147,172,179392000.0,88.08,919614.0,162,651.457359307,
2018-06-07,1689953.53433,288,180594000.0,88.67,1201330.0,192,1330.05,
2018-06-08,433960.122574,308,161786000.0,79.44,1040770.0,224,641.630672456,
2018-06-09,635284.704717,228,154039000.0,75.63,1133970.0,203,572.979613076,
2018-06-10,1852305.59407,491,151886000.0,74.58,1454530.0,387,707.644354441,
2018-06-11,2004290.92694,502,164882000.0,80.96,1302800.0,385,789.36,
2018-06-12,747544.197222,267,152073000.0,74.67,566583.0,233,746.7,
2018-06-13,649773.872711,360,146727000.0,72.04,556295.0,261,597.53815732,
2018-06-14,1425643.6347,320,139185000.0,68.34,1260660.0,220,509.8164,
